service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773359,0,0,0,0,0,0,0,20190127,20190602
12773360,0,0,0,0,0,0,0,20190304,20190715
12773370,0,0,0,0,0,0,0,20190126,20190525
2773367,0,0,0,0,0,0,0,20190531,20190531
2773368,0,0,0,0,0,0,0,20190301,20190705
2773369,0,0,0,0,0,0,0,20190712,20190719
2773370,0,0,0,0,0,0,0,20190125,20190524
12773359,0,0,0,0,0,0,0,20190128,20190603
12773366,0,0,0,0,0,0,0,20190303,20190721
12773367,0,0,0,0,0,0,0,20190601,20190601
2773362,0,0,0,0,0,0,0,20190708,20190718
12773368,0,0,0,0,0,0,0,20190302,20190706
12773369,0,0,0,0,0,0,0,20190713,20190720
2773360,0,0,0,0,0,0,0,20190303,20190714
12773362,0,0,0,0,0,0,0,20190709,20190719
2773365,0,0,0,0,0,0,0,20190126,20190601
12773363,0,0,0,0,0,0,0,20190226,20190705
2773366,0,0,0,0,0,0,0,20190302,20190720
12773364,0,0,0,0,0,0,0,20190123,20190531
2773363,0,0,0,0,0,0,0,20190225,20190704
12773365,0,0,0,0,0,0,0,20190127,20190602
2773364,0,0,0,0,0,0,0,20190122,20190530
