service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12773307,0,0,0,0,0,0,0,20190603,20190708
12773306,0,0,0,0,0,0,0,20190128,20190531
12773309,0,0,0,0,0,0,0,20190212,20190628
12779762,0,0,0,0,0,0,0,20190422,20190422
12773308,0,0,0,0,0,0,0,20190123,20190430
2773312,0,0,0,0,0,0,0,20190126,20190525
2773313,0,0,0,0,0,0,0,20190427,20190720
2773314,0,0,0,0,0,0,0,20190531,20190719
2773315,0,0,0,0,0,0,0,20190125,20190430
2773316,0,0,0,0,0,0,0,20190621,20190621
2773317,0,0,0,0,0,0,0,20190215,20190628
2773311,0,0,0,0,0,0,0,20190714,20190714
2773310,0,0,0,0,0,0,0,20190701,20190718
12773313,0,0,0,0,0,0,0,20190428,20190721
12773314,0,0,0,0,0,0,0,20190601,20190720
12773311,0,0,0,0,0,0,0,20190715,20190715
2779762,0,0,0,0,0,0,0,20190421,20190421
2773309,0,0,0,0,0,0,0,20190211,20190627
12773312,0,0,0,0,0,0,0,20190127,20190526
12773310,0,0,0,0,0,0,0,20190702,20190719
12773317,0,0,0,0,0,0,0,20190216,20190629
2773307,0,0,0,0,0,0,0,20190602,20190707
2773308,0,0,0,0,0,0,0,20190122,20190429
12773315,0,0,0,0,0,0,0,20190126,20190501
2773306,0,0,0,0,0,0,0,20190127,20190530
12773316,0,0,0,0,0,0,0,20190622,20190622
