service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12773238,0,0,0,0,0,0,0,20190302,20190629
2773238,0,0,0,0,0,0,0,20190301,20190628
12773231,0,0,0,0,0,0,0,20190702,20190719
2773225,0,0,0,0,0,0,0,20190421,20190609
2773224,0,0,0,0,0,0,0,20190707,20190707
12773230,0,0,0,0,0,0,0,20190226,20190628
2773236,0,0,0,0,0,0,0,20190531,20190719
12773233,0,0,0,0,0,0,0,20190707,20190721
2773227,0,0,0,0,0,0,0,20190122,20190418
12773232,0,0,0,0,0,0,0,20190127,20190630
2773226,0,0,0,0,0,0,0,20190127,20190630
2773229,0,0,0,0,0,0,0,20190621,20190621
12773234,0,0,0,0,0,0,0,20190126,20190420
12773236,0,0,0,0,0,0,0,20190601,20190720
12773227,0,0,0,0,0,0,0,20190123,20190419
12773229,0,0,0,0,0,0,0,20190622,20190622
2773230,0,0,0,0,0,0,0,20190225,20190627
2773231,0,0,0,0,0,0,0,20190701,20190718
2773232,0,0,0,0,0,0,0,20190126,20190629
2773233,0,0,0,0,0,0,0,20190706,20190720
2773234,0,0,0,0,0,0,0,20190125,20190419
12773224,0,0,0,0,0,0,0,20190708,20190708
12773225,0,0,0,0,0,0,0,20190422,20190610
12773226,0,0,0,0,0,0,0,20190128,20190701
